연번,시도,시군구,읍면동,우편번호,주    소,
2677,전남,광양시,옥룡면사무소,57704,전라남도 광양시 옥룡면 신재로 624,
2678,전남,광양시,옥곡면사무소,57726,전라남도 광양시 옥곡면 옥진로 656,
2679,전남,광양시,진상면사무소,57707,전라남도 광양시 진상면 신시길 227,
2680,전남,광양시,진월면사무소,57712,전라남도 광양시 진월면 선소중앙길 31,
2681,전남,광양시,다압면사무소,57709,전라남도 광양시 다압면 섬진강매화로 2143,
2682,전남,광양시,골약동주민센터,57767,전라남도 광양시 성황6길 15,
2683,전남,광양시,중마동주민센터,57785,전라남도 광양시 중마중앙로 119,
2684,전남,광양시,광영동주민센터,57715,전라남도 광양시 새미골길 15,
2685,전남,광양시,태인동주민센터,57817,전라남도 광양시 담안2길 16-15,
2686,전남,광양시,금호동주민센터,57801,전라남도 광양시 희망길 50,
2687,전남,담양군,담양읍사무소,57341,전라남도 담양군 담양읍 중앙로 83,
2688,전남,담양군,봉산면사무소,57367,전라남도 담양군 봉산면 신학길 30-5,
2689,전남,담양군,고서면사무소,57385,전라남도 담양군 고서면 가사문학로 325,
2690,전남,담양군,가사문학면사무소,57392,전라남도 담양군 가사문학면 가사문학로 1131,
2691,전남,담양군,창평면사무소,57389,전라남도 담양군 창평면 돌담길 9,
2692,전남,담양군,대덕면사무소,57380,전라남도 대덕면 창평현로 915,
2693,전남,담양군,무정면사무소,57360,전라남도 담양군 무정면 술지1길 5-12,
2694,전남,담양군,금성면사무소,57305,전라남도 담양군 금성면 석현길 11,
2695,전남,담양군,용면사무소,57302,전라남도 담양군 용면 추월산로 369,
2696,전남,담양군,월산면사무소,57312,전라남도 담양군 월산면 도개길 15-52,
2697,전남,담양군,수북면사무소,57318,전라남도 담양군 수북면 추성1로 705,
2698,전남,담양군,대전면사무소,57328,전라남도 담양군 대전면 대치8길 21-5,
2699,전남,곡성군,곡성읍행정복지센터,57535,전라남도 곡성군 곡성읍 중앙로 131,
2700,전남,곡성군,오곡면사무소,57544,전라남도 곡성군 오곡면 기차마을로 155 ,
2701,전남,곡성군,삼기면사무소,57521,전라남도 곡성군 삼기면 곡순로 1430,
2702,전남,곡성군,석곡면행정복지센터,57559,전라남도 곡성군 석곡면 석곡로 70,
2703,전남,곡성군,목사동면사무소,57553,전라남도 곡성군 목사동면 주목로 759,
2704,전남,곡성군,죽곡면사무소,57549,전라남도 곡성군 죽곡면 오죽로 17,
2705,전남,곡성군,고달면사무소,57546,전라남도 곡성군 고달면 목동1길 1,
2706,전남,곡성군,옥과면행정복지센터,57504,전라남도 곡성군 옥과면 천변로 135,
2707,전남,곡성군,입면사무소,57513,전라남도 곡성군 입면 입면로 697,
2708,전남,곡성군,겸면사무소,57516,전라남도 곡성군 겸면 곡순로 1860,
2709,전남,곡성군,오산면사무소,57518,전라남도 곡성군 오산면 오산로 606,
2710,전남,구례군,구례읍사무소,57651,전라남도 구례군 봉성로 73-9 ,
2711,전남,구례군,문척면사무소,57630,전라남도 구례군 문척면 수달생태로 268-12,
2712,전남,구례군,간전면사무소,57628,전라남도 구례군 간전면 안음길 7,
2713,전남,구례군,토지면사무소,57624,전라남도 구례군 토지면 섬진강대로 5040,
2714,전남,구례군,마산면사무소,57617,전라남도 구례군 마산면 화엄사로 150,
2715,전남,구례군,광의면사무소,57611,전라남도 구례군 광의면 구만제로 341,
2716,전남,구례군,용방면사무소,57612,전라남도 구례군 용방면 하용길 5,
2717,전남,구례군,산동면사무소,57602,전라남도 구례군 산동면 원촌길 114,
2718,전남,고흥군,고흥읍사무소,59543,전라남도 고흥군 고흥읍 터미널길 11,
2719,전남,고흥군,도양읍사무소,59559,전라남도 고흥군 도양읍 녹동남촌2길 14,
2720,전남,고흥군,풍양면사무소,59549,전라남도 고흥군 풍양면 풍양로 5,
2721,전남,고흥군,도덕면사무소,59546,전라남도 고흥군 도덕면 고흥로 499,
2722,전남,고흥군,금산면사무소,59564,전라남도 고흥군 금산면 거금중앙길 84,
2723,전남,고흥군,도화면사무소,59529,전라남도 고흥군 도화면 오치길 37,
2724,전남,고흥군,포두면사무소,59524,전라남도 고흥군 포두면 우주로 597,
2725,전남,고흥군,봉래면사무소,59569,전라남도 고흥군 봉래면 나로도항길 16,
2726,전남,고흥군,동일면사무소,59567,전라남도 고흥군 동일면 양화길 8,
2727,전남,고흥군,점암면사무소,59517,전라남도 고흥군 점암면 모룡길 48,
2728,전남,고흥군,영남면사무소,59520,전라남도 고흥군 영남면 해맞이로 10,
2729,전남,고흥군,과역면사무소,59511,전라남도 고흥군 과역면 송학큰길 52,
2730,전남,고흥군,남양면사무소,59509,전라남도 고흥군 남양면 남양희망길 19,
2731,전남,고흥군,동강면사무소,59502,전라남도 고흥군 동강면 서민호길 9,
2732,전남,고흥군,대서면사무소,59507,전라남도 고흥군 대서면 동서로 464,
2733,전남,고흥군,두원면사무소,59514,전라남도 고흥군 두원면 두원로 480-1,
2734,전남,보성군,보성읍행정복지센터,59457,전라남도 보성군 보성읍 신흥길 17,
2735,전남,보성군,벌교읍행정복지센터,59424,전라남도 보성군 벌교읍 채동선로 293,
2736,전남,보성군,노동면사무소,59444,전라남도 보성군 노동면 화전길 1,
2737,전남,보성군,미력면사무소,59443,전라남도 보성군 미력면 송재로 599,
2738,전남,보성군,겸백면사무소,59411,전라남도 보성군 겸백면 충의로 2476,
2739,전남,보성군,율어면사무소,59409,전라남도 보성군 율어면 율어로 562,
2740,전남,보성군,문덕면사무소,59400,전라남도 보성군 문덕면 장운길 40,
2741,전남,보성군,복내면행정복지센터,59405,전라남도 보성군 복내면 개기로 1670,
2742,전남,보성군,조성면행정복지센터,59440,전라남도 보성군 조성면 조성로 119,
2743,전남,보성군,득량면행정복지센터,59437,전라남도 보성군 득량면 역전길 13,
2744,전남,보성군,회천면행정복지센터,59471,전라남도 보성군 회천면 남부관광로 2295,
2745,전남,보성군,웅치면사무소,59450,전라남도 보성군 웅치면 일림로 1001,
2746,전남,화순군,화순읍행정복지센터,58122,전라남도 화순군 화순읍 중앙로 20-4,
2747,전남,화순군,한천면사무소,58147,전라남도 화순군 한천면 죽헌로 265,
2748,전남,화순군,춘양면사무소,58157,전라남도 화순군 춘양면 돌정3길 12,
2749,전남,화순군,청풍면사무소,58162,전라남도 화순군 청풍면 평지촌길 40,
2750,전남,화순군,이양면사무소,58165,전라남도 화순군 이양면 이양로 91,
2751,전남,화순군,능주면사무소,58153,전라남도 화순군 능주면 죽수길 73,
2752,전남,화순군,도곡면사무소,58154,전라남도 화순군 도곡면 효자2길 71,
2753,전남,화순군,도암면사무소,58158,전라남도 화순군 도암면 권동길 4-2,
2754,전남,화순군,이서면사무소,58103,전라남도 화순군 이서면 적벽로 845,
2755,전남,화순군,벡아면사무소,58101,전라남도 화순군 백아면 학천길 26,
2756,전남,화순군,동복면사무소,58102,전라남도 화순군 동복면 석등길 11,
2757,전남,화순군,사평면사무소,58144,전라남도 화순군 사평면 사호로 229,
2758,전남,화순군,동면사무소,58132,전라남도 화순군 동면 충의로 751,
2759,전남,장흥군,장흥읍행정복지센터,59330,전라남도 장흥군 장흥읍 칠거리예양로 83,
2760,전남,장흥군,관산읍행정복지센터,59349,전라남도 장흥군 관산읍 관산로 71,
2761,전남,장흥군,대덕읍행정복지센터,59363,전라남도 장흥군 대덕읍 대대로 929,
2762,전남,장흥군,용산면행정복지센터,59345,전라남도 장흥군 용산면 장흥대로 2467,
2763,전남,장흥군,안양면행정복지센터,59338,전라남도 장흥군 안양면 안양로 135-8,
2764,전남,장흥군,장동면행정복지센터,59307,전라남도 장흥군 장동면 신북1길 35,
2765,전남,장흥군,장평면행정복지센터,59306,전라남도 장흥군 장평면 장평중앙길 42,
2766,전남,장흥군,유치면행정복지센터,59301,전라남도 장흥군 유치면 유치로 22,
2767,전남,장흥군,부산면행정복지센터,59302,전라남도 장흥군 부산면 내안구룡길 380,
2768,전남,장흥군,회진면행정복지센터,59360,전라남도 장흥군 회진면 회진중앙길 12,
2769,전남,강진군,강진읍사무소,59240,전라남도 강진군 강진읍 초지길 21,
2770,전남,강진군,군동면사무소,59220,전라남도 강진군 군동면 진흥로 315,
2771,전남,강진군,대구면사무소,59266,전라남도 강진군 대구면 수동길 18 ,
2772,전남,강진군,도암면사무소,59250,전라남도 강진군 도암면 도암중앙로 73,
2773,전남,강진군,마량면사무소,59269,전라남도 강진군 마량면 마량8길 20,
2774,전남,강진군,병영면사무소,59214,전라남도 강진군 병영면 성남하고길 22 ,
2775,전남,강진군,성전면사무소,59203,전라남도 강진군 성전면 예향로 16,
2776,전남,강진군,신전면사무소,59252,전라남도 강진군 신전면 신전중앙길 21,
2777,전남,강진군,옴천면사무소,59208,전라남도 강진군 옴천면 개산중앙길 22,
2778,전남,강진군,작천면사무소,59213,전라남도 강진군 작천면 평리3길 2,
2779,전남,강진군,칠량면사무소,59261,전라남도 강진군 칠량면 칠량로 67,
2780,전남,해남군,해남읍사무소,59043,전라남도 해남군 해남읍 남부순환로 114,
2781,전남,해남군,삼산면사무소,59047,전라남도 해남군 삼산면 신기큰길 7,
2782,전남,해남군,화산면사무소,59049,전라남도 해남군 화산면 송평로 27,
2783,전남,해남군,현산면사무소,59058,전라남도 해남군 현산면 현산북평로 86,
2784,전남,해남군,송지면사무소,59063,전라남도 해남군 송지면 산정1길 96,
2785,전남,해남군,북평면사무소,59055,전라남도 해남군 북평면 달량진길 8,
2786,전남,해남군,북일면사무소,59051,전라남도 해남군 북일면 장고봉로 5,
2787,전남,해남군,옥천면사무소,59021,전라남도 해남군 옥천면 해강로 5,
2788,전남,해남군,계곡면사무소,59018,전라남도 해남군 계곡면 해남로 1442,
2789,전남,해남군,마산면사무소,59020,전라남도 해남군 마산면 마산로 445,
2790,전남,해남군,황산면사무소,59007,전라남도 해남군 황산면 시등로 70,
2791,전남,해남군,산이면사무소,59011,전라남도 해남군 산이면 초두길 6,
2792,전남,해남군,문내면사무소,59004,전라남도 해남군 문내면 동영길 10,
2793,전남,해남군,화원면사무소,59002,전라남도 해남군 화원면 금평길 32,
2794,전남,영암군,영암읍사무소,58416,전라남도 영암군 영암읍 낭주로 133,
2795,전남,영암군,삼호읍행정복지센터,58458,전라남도 영암군 삼호읍 중앙촌길 32,
2796,전남,영암군,덕진면사무소,58408,전라남도 영암군 덕진면 예향로 1731,
2797,전남,영암군,금정면사무소,58405,전라남도 영암군 금정면 용두로 14,
2798,전남,영암군,신북면사무소,58401,전라남도 영암군 신북면 간은정로 29,
2799,전남,영암군,시종면사무소,58427,전라남도 영암군 시종면 내동중앙로 41,
2800,전남,영암군,도포면사무소,58430,전라남도 영암군 도포면 호산로 43 ,
2801,전남,영암군,군서면사무소,58434,전라남도 영암군 군서면 왕인로 762,
2802,전남,영암군,서호면사무소,58437,전라남도 영암군 서호면 서호로 303,
2803,전남,영암군,학산면사무소,58439,전라남도 영암군 학산면 독천로 193-1,
2804,전남,영암군,미암면사무소,58444,전라남도 영암군 미암면 미중로 39,
2805,전남,무안군,무안읍사무소,58524,전라남도 무안군 무안읍 성내1길 2,
2806,전남,무안군,일로읍사무소,58574,전라남도 무안군 일로읍 일로중앙로 37,
2807,전남,무안군,삼향읍사무소,58565,전라남도 무안군 삼향읍 신기길 20,
2808,전남,무안군,몽탄면사무소,58546,전라남도 무안군 몽탄면 몽탄로 862,
2809,전남,무안군,청계면사무소,58552,전라남도 무안군 청계면 영산로 1701-8,
2810,전남,무안군,현경면사무소,58512,전라남도 무안군 현경면 현해로 84,
2811,전남,무안군,망운면사무소,58534,전라남도 무안군 망운면 운해로 1436-10,
2812,전남,무안군,해제면사무소,58502,전라남도 무안군 해제면 현해로 1693,
2813,전남,무안군,운남면사무소,58537,전라남도 무안군 운남면 운해로 607,
2814,전남,함평군,함평읍사무소,57147,전라남도 함평군 함평읍 중앙길 132,
2815,전남,함평군,손불면사무소,57110,전라남도 함평군 손불면 손불중앙길 76-9,
2816,전남,함평군,신광면사무소,57107,전라남도 함평군 신광면 신광중앙길 98,
2817,전남,함평군,학교면사무소,57162,전라남도 함평군 학교면 학다리길 330,
2818,전남,함평군,엄다면사무소,57164,전라남도 함평군 엄다면 엄다길 53,
2819,전남,함평군,대동면사무소,57145,전라남도 함평군 대동면 대동길 5-10,
2820,전남,함평군,나산면사무소,57129,전라남도 함평군 나산면 나산길 108,
2821,전남,함평군,해보면사무소,57117,전라남도 함평군 해보면 밀재로 1264-7,
2822,전남,함평군,월야면사무소,57124,전라남도 함평군 월야면 전하길 65,
2823,전남,영광군,영광읍사무소,57036,전라남도 영광군 영광읍 중앙로3길 10,
2824,전남,영광군,백수읍사무소,57028,전라남도 영광군 백수읍 백수로10길 10,
2825,전남,영광군,홍농읍사무소,57004,전라남도 영광군 홍농읍 상하길 43,
2826,전남,영광군,대마면사무소,57054,전라남도 영광군 대마면 영장로 241,
2827,전남,영광군,묘량면사무소,57056,전라남도 영광군 묘량면 묘량로 273,
2828,전남,영광군,불갑면사무소,57059,전라남도 영광군 불갑면 함영로4길 32,
2829,전남,영광군,군서면사무소,57033,전라남도 영광군 군서면 군서로2길 64,
2830,전남,영광군,군남면사무소,57060,전라남도 영광군 군남면 포천길 32,
2831,전남,영광군,염산면사무소,57066,전라남도 영광군 염산면 천년로1길 1-3,
2832,전남,영광군,법성면사무소,57011,전라남도 영광군 법성면 진굴비길 68-1,
2833,전남,영광군,낙월면사무소,57068,전라남도 영광군 낙월면 낙월길 64,
2834,전남,장성군,장성읍행정복지센터,57220,전라남도 장성군 장성읍 영천로 211,
2835,전남,장성군,진원면행정복지센터,57244,전라남도 장성군 진원면 노사로 495,
2836,전남,장성군,남면행정복지센터,57249,전라남도 장성군 남면 못재로 85,
2837,전남,장성군,동화면행정복지센터,57241,전라남도 장성군 동화면 삼동로 721,
2838,전남,장성군,삼서면행정복지센터,57255,전라남도 장성군 삼서면 해삼로 1131,
2839,전남,장성군,삼계면행정복지센터,57238,전라남도 장성군 삼계면 영장로 1585,
2840,전남,장성군,황룡면행정복지센터,57227,전라남도 장성군 황룡면 신월산2길 20,
2841,전남,장성군,서삼면행정복지센터,57232,전라남도 장성군 서삼면 축령로 370,
2842,전남,장성군,북일면행정복지센터,57230,전라남도 장성군 북일면 북부1길 2,
2843,전남,장성군,북이면행정복지센터,57201,전라남도 장성군 북이면 사남북길 38,
2844,전남,장성군,북하면행정복지센터,57205,전라남도 장성군 북하면 약수2길 2,
2845,전남,완도군,완도읍사무소,59113,전라남도 완도군 완도읍 개포로62번길 9,
2846,전남,완도군,금일읍사무소,59140,전라남도 완도군 금일읍 금일로 394,
2847,전남,완도군,노화읍사무소,59157,전라남도 완도군 노화읍 노화로 813,
2848,전남,완도군,군외면사무소,59101,전라남도 완도군 군외면 청해진서로 2148,
2849,전남,완도군,신지면사무소,59146,전라남도 완도군 신지면 한들길 11,
2850,전남,완도군,고금면사무소,59130,전라남도 완도군 고금면 농상도남길 24,
2851,전남,완도군,약산면사무소,59135,전라남도 완도군 약산면 약산로 367,
2852,전남,완도군,청산면사무소,59151,전라남도 완도군 청산면 도청4길 19-3,
2853,전남,완도군,소안면사무소,59165,전라남도 완도군 소안면 비자2길 38-3,
2854,전남,완도군,금당면사무소,59137,전라남도 완도군 금당면 금당로 50-1,
2855,전남,완도군,보길면사무소,59161,전라남도 완도군 보길면 청별길 26-1,
2856,전남,완도군,생일면사무소,59144,전라남도 완도군 생일면 생일로 582,
2857,전남,진도군,진도읍행정복지센터,58922,전라남도 진도군 진도읍 남동1길 46,
2858,전남,진도군,군내면사무소,58904,전라남도 진도군 군내면 가흥로 643,
2859,전남,진도군,고군면사무소,58908,전라남도 진도군 고군면 지수길 44-6,
2860,전남,진도군,의신면사무소,58935,전라남도 진도군 의신면 돈지1길 56-5,
2861,전남,진도군,임회면사무소,58942,전라남도 진도군 임회면 석교길 48,
2862,전남,진도군,지산면사무소,58950,전라남도 진도군 지산면 지산민속로 9,
2863,전남,진도군,조도면사무소,58956,전라남도 진도군 조도면 창리길 49,
2864,전남,신안군,지도읍사무소,58813,전라남도 신안군 지도읍 읍내길 67-5,
2865,전남,신안군,압해읍사무소,58824,전라남도 신안군 압해읍 압해로 876-22,
2866,전남,신안군,증도면사무소,58807,전라남도 신안군 증도면 문준경길 188,
2867,전남,신안군,임자면사무소,58802,전라남도 신안군 임자면 임자로 87-63,
2868,전남,신안군,자은면사무소,58829,전라남도 신안군 자은면 구영1길 8,
2869,전남,신안군,비금면사무소,58846,전라남도 신안군 비금면 읍동길 29-6,
2870,전남,신안군,도초면사무소,58851,전라남도 신안군 도초면 서남문로 1515-22,
2871,전남,신안군,흑산면사무소,58863,전라남도 신안군 흑산면 진마을길 11,
2872,전남,신안군,하의면사무소,58856,전라남도 신안군 하의면 곰실길 12,
2873,전남,신안군,신의면사무소,58857,전라남도 신안군 신의면 신의로 661,
2874,전남,신안군,장산면사무소,58860,전라남도 신안군 장산면 장산중앙길 2,
2875,전남,신안군,안좌면사무소,58839,전라남도 신안군 안좌면 중부로 872,
2876,전남,신안군,팔금면사무소,58838,전라남도 신안군 팔금면 삼층석탑길 161,
2877,전남,신안군,암태면사무소,58836,전라남도 신안군 암태면 장단고길 7-53,
2878,경북,포항시 남구,구룡포읍행정복지센터,37936,경상북도 포항시 남구 구룡포읍 호미로 133,
2879,경북,포항시 남구,연일읍행정복지센터,37852,경상북도 포항시 남구 연일읍 철강로 10,
2880,경북,포항시 남구,오천읍행정복지센터,37912,경상북도 포항시 남구 오천읍 세계길 5,
2881,경북,포항시 남구,대송면행정복지센터,37857,경상북도 포항시 남구 대송면 장동홍계길 19,
2882,경북,포항시 남구,동해면행정복지센터,37926,경상북도 포항시 남구 동해면 일월로 66,
2883,경북,포항시 남구,장기면행정복지센터,37945,경상북도 포항시 남구 장기면 읍내길 99,
2884,경북,포항시 남구,호미곶면행정복지센터,37928,경상북도 포항시 남구 호미곶면 해맞이로 242,
2885,경북,포항시 남구,상대동행정복지센터,37766,경상북도 포항시 남구 상대로 98,
2886,경북,포항시 남구,해도동행정복지센터,37795,경상북도 포항시 남구 상공로 235,
2887,경북,포항시 남구,송도동행정복지센터,37800,경상북도 포항시 남구 송림로 25,
2888,경북,포항시 남구,청림동행정복지센터,37920,경상북도 포항시 남구 신항로 10,
2889,경북,포항시 남구,제철동행정복지센터,37878,경상북도 포항시 남구 인덕로 79,
2890,경북,포항시 남구,효곡동행정복지센터,37664,경상북도 포항시 남구 효자동길 30,
2891,경북,포항시 남구,대이동행정복지센터,37685,경상북도 포항시 남구 대이로 17,
2892,경북,포항시 북구,흥해읍행정복지센터,37544,경상북도 포항시 북구 흥해읍 동해대로 1511,
2893,경북,포항시 북구,신광면행정복지센터,37522,경상북도 포항시 북구 신광면 토성길37번길 13,
2894,경북,포항시 북구,청하면행정복지센터,37515,경상북도 포항시 북구 청하면 청하로217번길 22,
2895,경북,포항시 북구,송라면행정복지센터,37511,경상북도 포항시 북구 송라면 보경로 56,
2896,경북,포항시 북구,기계면행정복지센터,37528,경상북도 포항시 북구 기계면 근면길 14,
2897,경북,포항시 북구,죽장면행정복지센터,37507,경상북도 포항시 북구 죽장면 새마을로 3610,
2898,경북,포항시 북구,기북면행정복지센터,37524,경상북도 포항시 북구 기북면 기북로 443,
2899,경북,포항시 북구,중앙동행정복지센터,37718,경상북도 포항시 북구 학산로 54,
2900,경북,포항시 북구,양학동행정복지센터,37695,경상북도 포항시 북구 양학로17번길 4,
2901,경북,포항시 북구,죽도동행정복지센터,37744,경상북도 포항시 북구 죽도로40번길 28,
2902,경북,포항시 북구,용흥동행정복지센터,37652,경상북도 포항시 북구 새마을로 20,
2903,경북,포항시 북구,우창동행정복지센터,37636,경상북도 포항시 북구 우창동로 24,
2904,경북,포항시 북구,두호동행정복지센터,37708,경상북도 포항시 북구 삼호로 260,
2905,경북,포항시 북구,장량동행정복지센터,37586,경상북도 포항시 북구 장량로 50,
2906,경북,포항시 북구,환여동행정복지센터,37601,경상북도 포항시 북구 삼호로 400,
2907,경북,경주시,감포읍행정복지센터,38125,경상북도 경주시 감포읍 감포로8길 14-8,
2908,경북,경주시,안강읍행정복지센터,38023,경상북도 경주시 안강읍 비화원로 47,
2909,경북,경주시,건천읍행정복지센터,38178,경상북도 경주시 건천읍 내서로 1106,
2910,경북,경주시,외동읍행정복지센터,38213,경상북도 경주시 외동읍 읍청사로 25,
2911,경북,경주시,문무대왕면행정복지센터,38121,경상북도 경주시 문무대왕면 어일중앙길 24,
2912,경북,경주시,양남면행정복지센터,38220,경상북도 경주시 양남면 다래길 8,
2913,경북,경주시,내남면행정복지센터,38193,경상북도 경주시 내남면 이조중앙길 31,
2914,경북,경주시,산내면행정복지센터,38186,경상북도 경주시 산내면 문복로 1822,
2915,경북,경주시,서면행정복지센터,38053,경상북도 경주시 서면 내서로 458,
2916,경북,경주시,현곡면행정복지센터,38051,경상북도 경주시 현곡면 금장2길 12,
2917,경북,경주시,강동면행정복지센터,38004,경상북도 경주시 강동면 강동로 19,
2918,경북,경주시,천북면행정복지센터,38035,경상북도 경주시 천북면 천북로 383,
2919,경북,경주시,중부동행정복지센터,38157,경상북도 경주시 원효로 50,
2920,경북,경주시,황오동행정복지센터,38146,경상북도 경주시 북성로 130,
2921,경북,경주시,성건동행정복지센터,38135,경상북도 경주시 금성로 370,
2922,경북,경주시,황남동행정복지센터,38167,경상북도 경주시 첨성로 47,
2923,경북,경주시,선도동행정복지센터,38057,경상북도 경주시 태종로 416,
2924,경북,경주시,월성동행정복지센터,38164,경상북도 경주시 원화로 177,
2925,경북,경주시,용강동행정복지센터,38095,경상북도 경주시 토용길 20,
2926,경북,경주시,황성동행정복지센터,38074,경상북도 경주시 갓뒤동녘길 37,
2927,경북,경주시,동천동행정복지센터,38103,경상북도 경주시 대안길 45,
2928,경북,경주시,불국동행정복지센터,38129,경상북도 경주시 산업로 3008,
2929,경북,경주시,보덕동행정복지센터,38118,경상북도 경주시 경감로 593,
2930,경북,김천시,아포읍행정복지센터,39674,경상북도 김천시 아포읍 국사길 63,
2931,경북,김천시,농소면행정복지센터,39659,경상북도 김천시 농소면 농남로 42,
2932,경북,김천시,남면행정복지센터,39661,경상북도 김천시 남면 옥산길 44,
2933,경북,김천시,개령면행정복지센터,39504,경상북도 김천시 개령면 동부길59-14,
2934,경북,김천시,감문면행정복지센터,39512,경상북도 김천시 감문면 감문로 1055,
2935,경북,김천시,어모면행정복지센터,39504,경상북도 김천시 어모면 어모로 279,
2936,경북,김천시,봉산면행정복지센터,39563,경상북도 김천시 봉산면 예지송정길 11,
2937,경북,김천시,대항면행정복지센터,39564,경상북도 김천시 대항면 황악로 1563,
2938,경북,김천시,감천면행정복지센터,39681,경상북도 김천시 감천면 금감로 1552,
2939,경북,김천시,조마면행정복지센터,39693,경상북도 김천시 조마면 강곡1길 32,
2940,경북,김천시,구성면행정복지센터,39685,경상북도 김천시 구성면 상좌원1길 16,
2941,경북,김천시,지례면행정복지센터,39691,경상북도 김천시 지례면 상부길 101,
2942,경북,김천시,부항면행정복지센터,39689,경상북도 김천시 부항면 부항로 834,
2943,경북,김천시,대덕면행정복지센터,39698,경상북도 김천시 대덕면 남김천대로 721,
2944,경북,김천시,증산면행정복지센터,39696,경상북도 김천시 증산면 증산로 945-7,
2945,경북,김천시,자산동행정복지센터,39578,경상북도 김천시 용암로 27,
2946,경북,김천시,평화남산동행정복지센터,39607,경상북도 김천시 평화순환길 291,
2947,경북,김천시,양금동행정복지센터,39618,경상북도 김천시 강변로 178,
2948,경북,김천시,대신동행정복지센터,39547,경상북도 김천시 신양1길 22,
2949,경북,김천시,대곡동행정복지센터,39629,경상북도 김천시 부곡길 2,
2950,경북,김천시,지좌동행정복지센터,39647,경상북도 김천시 영남대로 1940,
2951,경북,김천시,율곡동행정복지센터,39660,경상북도 김천시 혁신4로 21,
2952,경북,안동시,풍산읍행정복지센터,36621,경상북도 안동시 풍산읍 풍산중앙길 99,
2953,경북,안동시,와룡면행정복지센터,36611,경상북도 안동시 와룡면 퇴계로 823 ,
2954,경북,안동시,북후면행정복지센터,36614,경상북도 안동시 북후면 북평로 877 ,
2955,경북,안동시,서후면행정복지센터,36616,경상북도 안동시 서후면 서후중앙길 20 ,
2956,경북,안동시,풍천면행정복지센터,36760,경상북도 안동시 풍천면 지풍로 1471 ,
2957,경북,안동시,일직면행정복지센터,36756,경상북도 안동시 일직면 중앙통길 12,
2958,경북,안동시,남후면행정복지센터,36755,경상북도 안동시 남후면 남일로 1465-9,
2959,경북,안동시,남선면행정복지센터,36741,경상북도 안동시 남선면 충효로 3866,
2960,경북,안동시,임하면행정복지센터,36738,경상북도 안동시 임하면 충효로 3254,
2961,경북,안동시,길안면행정복지센터,36735,경상북도 안동시 길안면 길안청송로 3,
2962,경북,안동시,임동면행정복지센터,36732,경상북도 안동시 임동면 편항1길 11,
2963,경북,안동시,예안면행정복지센터,36608,경상북도 안동시 예안면 임예로 1918,
2964,경북,안동시,도산면행정복지센터,36604,경상북도 안동시 도산면 퇴계로 2580,
2965,경북,안동시,녹전면행정복지센터,36601,경상북도 안동시 녹전면 녹전로 713,
2966,경북,안동시,중구동행정복지센터,36704,경상북도 안동시 서동문로 238,
2967,경북,안동시,명륜동행정복지센터,36679,경상북도 안동시 퇴계로 221,
2968,경북,안동시,용상동행정복지센터,36712,경상북도 안동시 전거리1길 93,
2969,경북,안동시,서구동행정복지센터,36671,경상북도 안동시 안기천로 78,
2970,경북,안동시,태화동행정복지센터,36676,경상북도 안동시 태화중앙로 100,
2971,경북,안동시,평화동행정복지센터,36647,경상북도 안동시 평화3길 5,
2972,경북,안동시,안기동행정복지센터,36626,경상북도 안동시 제비원로 355,
2973,경북,안동시,옥동행정복지센터,36664,경상북도 안동시 옥동3길 27,
2974,경북,안동시,송하동행정복지센터,36641,경상북도 안동시 송하1길 60,
2975,경북,안동시,강남동행정복지센터,36747,경상북도 안동시 강남5길 185,
2976,경북,구미시,선산읍행정복지센터,39119,경상북도 구미시 선산읍 선산중앙로 71-1,
2977,경북,구미시,고아읍행정복지센터,39142,경상북도 구미시 고아읍 선산대로 980,
2978,경북,구미시,산동읍행정복지센터,39159,경상북도 구미시 산동읍 강동로 1038-5,
2979,경북,구미시,무을면행정복지센터,39101,경상북도 구미시 무을면 상무로 981,
2980,경북,구미시,옥성면행정복지센터,39102,경상북도 구미시 옥성면 주아령로 415,
2981,경북,구미시,도개면행정복지센터,39103,경상북도 구미시 도개면 도안로 103,
2982,경북,구미시,해평면행정복지센터,39154,경상북도 구미시 해평면 강동로 1672,
2983,경북,구미시,장천면행정복지센터,39453,경상북도 구미시 장천면 강동로 184,
2984,경북,구미시,송정동주민센터,39280,경상북도 구미시 송원동로 10,
2985,경북,구미시,원평동주민센터,39227,경상북도 구미시 구미중앙로25길 20,
2986,경북,구미시,지산동주민센터,39192,경상북도 구미시 선산대로 105,
2987,경북,구미시,도량동주민센터,39198,경상북도 구미시 문장로12길 1,
2988,경북,구미시,선주원남동주민센터,39210,경상북도 구미시 봉곡로 42,
2989,경북,구미시,형곡1동주민센터,39293,경상북도 구미시 경은로 52,
2990,경북,구미시,형곡2동주민센터,39318,경상북도 구미시 형곡로 180,
2991,경북,구미시,신평1동주민센터,39237,경상북도 구미시 칠성로 32,
2992,경북,구미시,신평2동주민센터,39250,경상북도 구미시 신비로7길 9,
2993,경북,구미시,비산동주민센터,39244,경상북도 구미시 비산로 4,
2994,경북,구미시,공단동주민센터,39375,경상북도 구미시 1공단로 198-8,
2995,경북,구미시,광평동주민센터,39345,경상북도 구미시 광평길 55,
2996,경북,구미시,상모사곡동주민센터,39325,경상북도 구미시 박정희로188,
2997,경북,구미시,임오동주민센터,39351,경상북도 구미시 임은길 61,
